Video Caption,Comment
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,冬奧閉幕后 國家必定會公開讚揚這些老外嘅付出
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,哇这个工作我肯定做不了❣️这个声音让我浑身都是冰鸡皮疙瘩🥲
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,我滴妈呀，从来没想过背后有这么多工作🙀
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,Great job 👍
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,好辛苦！致敬！！
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,马上研发一个电动的
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,辛苦你了！
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,必须专业，细心。感谢你
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,wow，辛苦了。应该设计个机器人🤖️来做这件事情。。。
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,大型剃须刀
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,罗曼🥰🥰👍👍❤❤
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,老外也来中国打工了？😄
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,非常敬佩这些默默工作的匠人，愿他们在中国工作生活开心
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,认真工作  佩服
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,hard work
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,我也想当制冰师
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,这个活实在太累人了~~~respect
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,💯💯💯💯💯💯💯💯💯💯
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,罗师傅不容易！
[冬奥新闻]制冰师罗曼：我在北京修赛道|体坛风云,👍👍👍👍👍
