Video Caption,Comment
How China ruined the Winter Olympics,"I'm not Chinese, but can see there are full of rubbish people in US politics and news ."
How China ruined the Winter Olympics,Screw the CCP! Down with the communist dictorship!
How China ruined the Winter Olympics,Foolish channel! Not worth my time
How China ruined the Winter Olympics,why there is footage of Korean Winter Olympic?
How China ruined the Winter Olympics,Fuck China communist country.
How China ruined the Winter Olympics,West taiwan olympic
How China ruined the Winter Olympics,https://youtu.be/XtuiYSSdGBo
How China ruined the Winter Olympics,Hahaha...this is American bullshit...I watch American athletic..give press conference...being disgusted witb what USA is bullshitting about...
How China ruined the Winter Olympics,When havecthe US become So shameless... I used to respect that country.
How China ruined the Winter Olympics,"Communist China
F..k China and the Olympics."
How China ruined the Winter Olympics,FChina
How China ruined the Winter Olympics,"Really Nancy! Hmm  remember Palestine  , remember Africa, remember Afghanistan and remember Iraq? Where are your morals , human right stuffs?"
How China ruined the Winter Olympics,"shameless ""news''..."
How China ruined the Winter Olympics,"It's a matter of balance so you need see the other side also: the western style BS, like the trump style, in a beautiful name of free speech. That is what is making this world ugly!! Small brains cannot think comprehensively so you need enlarge yours :)"
How China ruined the Winter Olympics,Ban china from hosting the Olympics in the future
How China ruined the Winter Olympics,Damn 101 subs congrats 🎉🍾
How China ruined the Winter Olympics,Russia no 1
