Video Caption,Comment
Yuna Kim reflects on her Olympic career! ⛸,The current #Beijing2022 medal table: https://oly.ch/B22MedalTable
Yuna Kim reflects on her Olympic career! ⛸,진짜 이 정도로 소환할거면 금메달은 돌려주고 하자..
Yuna Kim reflects on her Olympic career! ⛸,Nobody comes close to this legend. She'll always be the queen of the ice!
Yuna Kim reflects on her Olympic career! ⛸,the Greatest of All Time
Yuna Kim reflects on her Olympic career! ⛸,Poor Adelina. Everyone knows she was just a sacrificial lamb to earn Russia another gold medal.
Yuna Kim reflects on her Olympic career! ⛸,김연아 선수와 같은 시대를 살아서 정말 뿌듯합니다♥️
Yuna Kim reflects on her Olympic career! ⛸,연아!
Yuna Kim reflects on her Olympic career! ⛸,First and the one player who is all podium
Yuna Kim reflects on her Olympic career! ⛸,We will remember you always! <3
Yuna Kim reflects on her Olympic career! ⛸,연아💓
Yuna Kim reflects on her Olympic career! ⛸,"She is beautiful on and off the ice, both the face and the body, not mentioning the outstanding skills. What a Korean marvel !"
Yuna Kim reflects on her Olympic career! ⛸,"Thanks for the exclusive interview. I'm thrilled to ""see"" Yuna again. Queen Yuna is such an inspiring example to me!"
Yuna Kim reflects on her Olympic career! ⛸,She is queen
Yuna Kim reflects on her Olympic career! ⛸,올림픽 오면 더 그리운선수 너무 보고싶었어요 최고의 여왕
Yuna Kim reflects on her Olympic career! ⛸,Queen Yuna ❤️
Yuna Kim reflects on her Olympic career! ⛸,"Everyone knows,
Yuna's injustice at the Sochi Olympics.
I don't trust the Olympic Association anymore.
What they are doing in China is so ridiculous.
All things history will remember."
Yuna Kim reflects on her Olympic career! ⛸,"캐나다 선수한테는 편파판정 인정하고 공동메달 줬으면서
김연아한테는 입싹씻고 인정안함 ㅋㅋㅋ 그런애들이
이런 영상을ㅍ"
Yuna Kim reflects on her Olympic career! ⛸,"absolutely robbed during Sochi, the world will never forget🙏"
Yuna Kim reflects on her Olympic career! ⛸,Goat
Yuna Kim reflects on her Olympic career! ⛸,Queen👑
