Video Caption,Comment
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,It was a stunning spectacular ceremony. Indias loss.
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,Sorry India u can't compite at rest of world...!!!!
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,"sorry for the indian diplomats , its their loss . They missed a stunning great show  that money cant buy to see it  ."
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,India only sends one participant (athlete) to the game!
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,Nobody cares about what India does. India is not important
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,Haha godi media
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,"U.S. media reports that Xinjiang Uyghur female athletes is forced to help light the cauldron at the opening ceremony of the Beijing Winter Olympics. In fact, she is a really Uyghurness, her father is literally a famous Uyghur athlete and coach.
This is a really Biggest JOKE !  U.S. media always makes Joke for the people of the world.  Hahaha"
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,Are you really invited?
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,Lol..nobody cares about indian boycott. Useless
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,Green with jealous.  Always a dog.
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,Who cares about the clowns from India!? 😂
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,Sub desh milke bycout karo
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,"They are not allowed to go, sorry."
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,Hum ek baar Kiyu chine se war kiyu nhi krlete kon majbut hai pata lg jaata hamesa Hum bs bolte rahte hai.
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,who care
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,no body care what blackie indo do any way ! they still dont get it . seems like they dont existed ! lol the world dont even cared
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,"Indian like a joke, anyone cares about a loser"
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,Bwahahaha who cares
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,Where all the Uighur and Falon Gong people at? CCP Wuhan Virus Genocide games. Where CCP lovers meet. Everyone hates the CCP murder machine.
2022 Beijing Winter Olympics: Indian diplomats in Beijing boycott opening ceremony,didn't even notice India was missing. You are not important. 🤣
