Video Caption,Comment
北京冬奥会智慧餐厅，机器人“大厨”齐上岗，炒菜机器人、汉堡机器人、调酒机器人、送餐机器人 | Food Serving Robots,60元河粉，马路摊6块钱河粉，也只有有钱人吃了
北京冬奥会智慧餐厅，机器人“大厨”齐上岗，炒菜机器人、汉堡机器人、调酒机器人、送餐机器人 | Food Serving Robots,"我相信連點餐過程也可以不經人手,只是放個人方便查詢。"
北京冬奥会智慧餐厅，机器人“大厨”齐上岗，炒菜机器人、汉堡机器人、调酒机器人、送餐机器人 | Food Serving Robots,将来解放台湾用机器人🤖️就可以，不用解放军。
北京冬奥会智慧餐厅，机器人“大厨”齐上岗，炒菜机器人、汉堡机器人、调酒机器人、送餐机器人 | Food Serving Robots,Wow Magnificent
北京冬奥会智慧餐厅，机器人“大厨”齐上岗，炒菜机器人、汉堡机器人、调酒机器人、送餐机器人 | Food Serving Robots,可爱🥺
北京冬奥会智慧餐厅，机器人“大厨”齐上岗，炒菜机器人、汉堡机器人、调酒机器人、送餐机器人 | Food Serving Robots,this is amazing! thanks for sharing
