Video Caption,Comment
格鲁吉亚运动员：在北京冬奥村生活很有趣 中国志愿者非常热情,祝福北京冬奧順利成功！
格鲁吉亚运动员：在北京冬奥村生活很有趣 中国志愿者非常热情,没有争斗，大家在一起都是好朋友这本来就是人人都需要的生活环境。希望所有远动员无论是否取得好成绩，都能在中国收到满满接地气的正能量。
格鲁吉亚运动员：在北京冬奥村生活很有趣 中国志愿者非常热情,Anyone know what`s the name of this steamer?
格鲁吉亚运动员：在北京冬奥村生活很有趣 中国志愿者非常热情,这才是真的最美丽的是人
格鲁吉亚运动员：在北京冬奥村生活很有趣 中国志愿者非常热情,赞赞赞赞👍
格鲁吉亚运动员：在北京冬奥村生活很有趣 中国志愿者非常热情,"有朋自远方来，不亦乐乎！欢迎各位朋友订阅中国新闻网，多谢支持
订阅频道，获取更多精彩：https://bit.ly/2GzuCVG"
格鲁吉亚运动员：在北京冬奥村生活很有趣 中国志愿者非常热情,👍
