Video Caption,Comment
[北京2022]冬奥会上的火眼金睛——智能安全服务机器人|体坛风云,Nice and amazing .
[北京2022]冬奥会上的火眼金睛——智能安全服务机器人|体坛风云,great to see what high_tech can do for us at this event!
