Video Caption,Comment
Beijing 2022| Samaranch Jr. visits Beijing Winter Olympic Village 小萨马兰奇：高度认可北京冬奥会赛事准备,"Me to.im so excited to see the real alympics not the woke not very many us athletes wear aloud or did not come becouse of wokeness thank god be great fun cames the us athletes last wear a train wreck.  Sorry but true the one,s  did go went for fun and  compete. Not to see who can go woke"
Beijing 2022| Samaranch Jr. visits Beijing Winter Olympic Village 小萨马兰奇：高度认可北京冬奥会赛事准备,Thank you for your nice compliments!
Beijing 2022| Samaranch Jr. visits Beijing Winter Olympic Village 小萨马兰奇：高度认可北京冬奥会赛事准备,I am waiting for the open ceremony of Beijing Winter Olympic.加油北京.
Beijing 2022| Samaranch Jr. visits Beijing Winter Olympic Village 小萨马兰奇：高度认可北京冬奥会赛事准备,FREE TIBET  F#CK THE OLYMPICS
Beijing 2022| Samaranch Jr. visits Beijing Winter Olympic Village 小萨马兰奇：高度认可北京冬奥会赛事准备,Can't wait to watch the open ceremony of the Winter Olympics !!! Congrats from S'pore !!!
