Video Caption,Comment
Canteen robots serve noodles at Beijing Olympic Winter Games,"The robot restaurant in the Winter Olympic Village has attracted many foreign athletes. In fact, robot restaurants have been popular in Chinese cities for several years."
Canteen robots serve noodles at Beijing Olympic Winter Games,"There isn't a single video of these in actual use.
How does it get from the kitchen to be lowered above your table? The answer is, It doesn't. It's kabuki."
Canteen robots serve noodles at Beijing Olympic Winter Games,The food looks nasty 🤢🤮🤮🤮
Canteen robots serve noodles at Beijing Olympic Winter Games,98% of the world joins #boycottBeijingOlympics
Canteen robots serve noodles at Beijing Olympic Winter Games,98% of the world joins #boycottBeijingOlympics
Canteen robots serve noodles at Beijing Olympic Winter Games,"Bots are in the ceiling, and apparently all over this thread."
Canteen robots serve noodles at Beijing Olympic Winter Games,Virus paranoia much?
Canteen robots serve noodles at Beijing Olympic Winter Games,robots almost as cool as uyghur genocide!
Canteen robots serve noodles at Beijing Olympic Winter Games,Dystopian
Canteen robots serve noodles at Beijing Olympic Winter Games,Taking away what it means to be human. What a shame. More controlling though.... Allot more....
Canteen robots serve noodles at Beijing Olympic Winter Games,Food is reportedly terrible
Canteen robots serve noodles at Beijing Olympic Winter Games,"I want one for my granny’s house, she would be very satisfied：）"
Canteen robots serve noodles at Beijing Olympic Winter Games,南华早报的中文版和英文版 一直就是两个世界 哈哈哈
Canteen robots serve noodles at Beijing Olympic Winter Games,Robots lives matter
Canteen robots serve noodles at Beijing Olympic Winter Games,Robot's live matters! CCP is so evil!
Canteen robots serve noodles at Beijing Olympic Winter Games,Events like this make us temporarily forget the miserable situation we are in right now and look forward to the future.
Canteen robots serve noodles at Beijing Olympic Winter Games,"This is a different view about China, I think your video shows a true China which is not like most of the west political media. And expect more real videos from you."
Canteen robots serve noodles at Beijing Olympic Winter Games,China has move to robots waitresses now because most waitresses were died due to cpp covid19
Canteen robots serve noodles at Beijing Olympic Winter Games,"New type of force laber, it seems."
Canteen robots serve noodles at Beijing Olympic Winter Games,"😤😤😤 China, which cracks down on human rights, is not eligible to host the Olympics ❢❢❢ 😡😡😡😠😠😠😤😤😤"
