Video Caption,Comment
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,Zhang Yimou is a gem. His direction of Beijing Olympics 2008 opening ceremony will forever remain a masterpiece.
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,"YOU ALREADY HAVE A PLAN FOR GOLDs
Go For It CHENs!!!"
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,Does anyone give a $hit about the Chinese olympics? I don’t.
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,He is the best director in China. Love to watch his moives 👍👍👍
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,"Spoken with a heart for all...shared wealth, joys, peace."
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,"I'm touched with how Chinese people opened this meaningful Winter Olympics in the time of Pandemic. Downsizing of Olympic Flame began during Rio 2016, in response to a more eco-friendly events, and China made it better, more captivated by singing choirs of children around the cauldron, and the snowflake-studded cards of participating countries. This is a remarkable and endearing one. What a great show =) Greetings from Manila"
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,And I saw the video it’s also inspired by the first Olympic flame lighting moment that was really simple back in the day .
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,"中国是一个不懂得热爱自己的历史和文化，不懂得守护的愚昧、笨拙、浅薄的国家。 为什么要偷走大韩民国固有的服装和文化？ 感谢您向全世界宣传我们大韩民国的服装和文化^^(China is an uncivilized, foolish, and shallow country that neither knows how to love nor protect its history and culture. Why steal Korea's unique costumes and culture? Thank you for letting the world know about Korea's outfits and culture^^)"
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,"My profound respect to you Mr. Zhang Yimou, your team and all people participating in such a simple creation but how strength is the meaning. It's a powerful imagination."
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,"BIDEN (et ses alliés) est déclaré Persona Non Grata aux JO d'hiver de Beijing 2022. Les pays participants du boycott diplomatique sont marginalisés. Ils se comptent avec les doigts d'une main. Une trentaine de Chefs d'Etat et de Gouvernement sont présents à la Tribune des JO d'hiver de Beijing 2022. Poutine en est la vedette. Sont présents à la Tribune: le Secrétaire Général des Nations Unies, le Grand Duc Henri du Luxembourg, le Prince Albert II de Monaco, le Président de la Pologne et le Président de la Serbie. Aux JO d'hiver de Beijing 2022 la Chine et la Russie s'affichent ensemble pour montrer le nouvel ordre mondial. Sans BIDEN. La Russie a reçu le soutien de la Chine en ce qui concerne les préoccupations raisonnables de la Russie. La Russie et la Chine s'opposent à l'expansion future de l'OTAN. L'occident doit empêcher l'humoriste d'Ukraine d'allumer le feu de la troisième guerre mondiale. Un ouïghour porte la flamme olympique pour dénoncer les tissus de mensonge occidentaux sur les ouïghours. Un coup de pied au cul des journalistes des télévisions menteuses occidentales. Une paire de gifles aux députés français votant la résolution sur les ouïghours.-
-
BIDEN (and his allies) is declared Persona Non Grata at the Beijing 2022 Winter Olympics. The countries participating in the diplomatic boycott are marginalized. They can be counted with the fingers of one hand. About thirty Heads of State and Government are present at the Tribune of the Beijing 2022 Winter Olympics. Putin is the star. Present at the Tribune are: Secretary-General of the United Nations, Grand Duke Henri of Luxembourg, Prince Albert II of Monaco, the President of Poland and the President of Serbia. At the Beijing 2022 Winter Olympics, China and Russia are coming together to show the new world order. Without BIDEN. Russia has received China's support regarding Russia's reasonable concerns. Russia and China oppose NATO's future expansion. The West must prevent the comedian from Ukraine from lighting the fire of World War III. A Uyghur carries the Olympic flame to denounce Western fabrics of lies about Uighurs. A kick in the ass of Western lying TV journalists. A pair of slaps to French MPs voting for the resolution on the Uyghurs.!!!!"
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,❤️
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,"Love the ideas of all mankind, that is beyond politic."
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,It’s brilliant and absolutely beautiful! Great job Mr. Zhang!
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,中国式浪漫
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,https://youtu.be/6FfkpjftT0I
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,真的好棒好棒！跟美國狹窄的政治思維相比，真是想對美國說:Sham of you！！！
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,"Hello, is anybody really paying any attention to this nonsense by a desperate dictatorship to gain recognition and respect?"
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,Simple and yet awesome!
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,Shame on the Chinese government! Imitate steal copy from technology. Now they steal Korean culture.
Zhang Yimou: Beijing 2022 cauldron ignition signifies push for a shared future,Inspiring and creative!
